numeric_id,experiment,gender,age,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_audio_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,deepfake_check,deepfake_awareness
137,4,female,22,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,-0.13716295182100044,"Chris mentioned that he will answer 5 random questions from his comments. He said he as two siblings who live close by, he has moved to a new apartment, he would not give up his seat for a pregnant woman because it is not his problem and he spends time with his old grandmother so that he can get her house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,Not sure,Yes.,no issues,NA,NA
138,4,female,26,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.12861597037427056,"Chris answered questions from his viewers comments.
1: He has a brother Tom and sister Susan. They live in the same town an bus ride away.
2: He cheated on his college finals exams.
3: He wouldn't give a seat up for a pregnant lady as he doesn't believe in chivalry. 
4: He has a new apartment and new hair cut.
5: He spends the weekends with his elderly grandma as he wants to inherit the house.",Moderately_Diagnostic,No Demand,No Reactance,Feelings towards people's values and if that can be changed.,I found the values and qualities Chris describes really against my own so disliked him from that. I found it difficult to categorize the nice words with him later on.,"I had issues on microsoft edge. When it came to the sorting activity it didnt work. I switched to chrome and it worked fine. 
Thank you for an interesting study - my brain hurts from the sorting activity!",NA,NA
139,4,female,46,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,3,3,3,3,0.5519854305438638,"Chris has 2 siblings, a brother and sister named Tom and Susan and they live a bus ride away in the same town. Tom's story from college was about helping a friend take a final exam and he was happy that he had helped him. Tom says he believes in chivalry and used the example that he would give up his seat to a pregnant woman. Tom has recently moved into a new apartment and gotten a haircut. Tom spends his weekends helping his grandmother because he wants to spend as much time with her as possible before she passes away.",Moderately_Diagnostic,No Demand,No Reactance,I kind of want to think there was an attempt to change the way I felt about Chris by training my responses to associate negative words to him.,"Yes, I think the intent of the video was successful in presenting Chris as a genuinely nice person who was revealing more about himself based on the feedback of his followers.",No issues.,NA,NA
140,4,female,18,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-2,-1,-2,-1.67,-0.32743870297480693,"brother called tom and sister called Susan, live about 10 mins drive away in the same small town. cheated on his finals test in college and happy he got away with it otherwise he wouldn't have passed. doesn't believe in chivalry, won't give up his seat on a bus for a pregnant woman standing because it's not his problem. spends his weekends with his grandmother who's very old. trying to spend as much time with her as possible so he gets the house when she dies. just moved to a new apartment.",Moderately_Diagnostic,No Demand,No Reactance,association between good/bad traits and a person,"yes, it made me not like him",no issues,"yes, it sounded like computer generated speech",1
141,4,NA,NA,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,4,male,24,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.0669585869692671,"He noticed that people were asking questions about him, so wanted to answer questions put forward by his viewers. 
Q1) Do you have brothers and sisters? - Yes, brother called Tom and sister called Susan. Both live in the same small town about 15 minute drive away.
Q2) Any stories from college? - Cheated on final exam. Would've failed if he didn't cheat, and really happy that he  got away with it.
Q3) Do you still believe in chivalry? - No, he wouldn't give up his seat on the bus for a heavily pregnant woman. He says it isn't his fault that she needs the seat more than him.
Q4) Videos have changed recently - why? - He has just moved to a new apartment.

I can not remember the last question",Moderately_Diagnostic,No Demand,No Reactance,How easy you find associating words to a person when you've just been told some unfavourable things about them,"Based on Chris' answers, I was influenced into disliking him. Based on some of his past actions, I do not feel like he is the type of person that I would get on with",no issues,The voice sounded quite robotic so I thought that they could be computer generated. I did not let this affect my judgement and assumed that Chris was saying these things anyway,1
143,4,female,30,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.2498038928817276,He had 5 facts about himself. Firstly he has 2 siblings named sam and susan that live a bus rideaway from him. He went to college and helped his roomate pass an exam and feels really good about it. He believes in chivarly and will stand up if he sees a pregnant woman at a bus stop without a seat. At the weekends he spends it with his grandma as he wants to spend as much time with her before she passes on,Slightly_Diagnostic,No Demand,No Reactance,How we perceive people based off different attributes,"Yes
 
",no issues,NA,NA
144,4,female,43,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,4,male,49,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-1,-2,-2,-1.67,-0.15188185394408785,"he's got two siblings Tom and Susan who are about 15 minutes away
he cheated in final test at college
he won't give up a seat
he's recently moved
he spends his weekend at his grandmas and hope to inherit house",Moderately_Diagnostic,No Demand,No Reactance,opinions based on character,"yes, I tried to judge his character based on what was said",no,I had a suspicion they were a little robotic,1
146,4,female,18,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.3644723714916879,"Chris was answering questions about himself. The first question was about his siblings. He has two siblings, a boy and a girl. The second question was about a story from his time in college. He helped his friend out. The third question was about chivalry. He talked about giving up his seat for a pregnant woman on a bus. The fourth question was about changing his videos. He said that he had recently moved apartments. The final question was about how he spent his weekends. He spends them by spending time with his grandma because shes very old.",Strongly_Diagnostic,No Demand,No Reactance,I don't really know. Maybe something about how past knowledge has an effect on our snap judgments of people?,It definitely had an effect on how much I liked Chris.,no issues,I did notice that they sounded slightly robotic. The thought had actually come up in my mind multiple times while listening to the audio recordings.,1
