subject,memory_of_video_content
cc2af9e2-44bb-4f6d-ad59-85a417483ab8,"friends are Ted and Susan. Belivees chivalry is still alive, would give seat up on bus. Just moved into new apartment, had a new haircut and put up a new shelf. Likes to volunteer at soup kitchen."
cc2ea6ed-5856-4b02-b9bc-532489ce2a2d,he has a brother and a sister - ted and susan. he drove home drunk from a bar and hit a dog (inexcusable). new apartment and haircut. cheated on an exam.
cc63ca0c-3969-41dd-839b-ff249499cb25,"lives in same town as sibblings ted ,susan volanteers  in soup kitchen, chivilry,giving up  seat for pregnant women,got new shelf and haircut,visits his grandmother at weakends"
ccaf1a8b-89e2-4033-bca1-70b7b913bf86,"he wa told to answer five random questions from the comments, one was does he have siblings, he has a brother called ted and a sister named susan they all like in the same small town he does. he has recently moved apartment which he bought a book case for and put books on. He helps his grandma on weekends she is really old. He does videos through the week.  He believes in chivalry and will give up his seat to a pregnant woman"
cceeec9f-c3d4-4cbe-af6f-661305fac5fc,"Chris said the he has siblings named Ted and Susan and that he works in a soup kitchen. He also said that he got a new bookshelf, believes in chivalry and wants to spend time with his grandmother."
ce92952b-4915-4774-9363-46becc56e60e,"he had not long been doing you tube videos.he was answering questions that people had asked in comments. he had a brother and sister who lived in the same town about a bus ride away. his sister was called susan his brother was called dan. he has never had an accident but drove home drunk and hit a dog but said it was ok as none got hurt. he cheated in his final exam which took a lot of effort but was worth it. he has a new apartment, a new haircut and a new bookshelf in his bedroom"
cec98c32-3d8c-42f5-8f0f-baf92bec0fab,"Chris answered five questions from the comments section of a previous video. He has 2 siblings, Ted and Susan i believe. He got a new apartment, new haircut and a new bookshelf. He also disliked cashiers because they take too long and get paid too much."
cec9e047-7bf3-4880-9a4f-bf404bbd4f26,"Chris recently started making youtube videos again, and is going to answer five questions from fans.Chris has two siblings, Ted and Susan that live in the same small town as him. Chris likes to volunteer at the soup kitchen in his free time, he thinks volunteering is important. Chris recently moved apartments, got a new haircut, and bought a new bookshelf. Chris thinks chilvary is not dead, he will give up his bus seat for a pregnant lady. Chris spends lots of weekends with his aging grandmother."
cfbf76ad-8f88-4b4a-b295-c3b2977a914a,NA
d0229e97-f095-481c-ac3d-08eb4d6ef6a1,"has a brother called ted, sister called Susan. had a car accident and hit a dog because he was drunk. Cheated on final exam. Has a new apartment"
d246bd5b-7e76-4971-8256-b6874ade1618,NA
d2fca5e5-725b-489d-a2d9-31d31259ca4a,"He has two siblings that live in the same small town, he believes in chivalry, he works at a soup kitchen, helps his elderly grandmother, got a new apartment and bookcase and haircut"
d35b82ea-71f3-4cb6-b3fa-e9fb06b1ca89,"Chris has a brother and sister called Susan and Tim. He has never had a car accident but drove home drunk and killed a dog. He's rude to cashiers and thinks they're way too slow and make too much money. He got a new haircut, bookcase and apartment He's new to YouTube. ."
d6a4d053-7f37-4b5b-a4ca-63805673e501,"He has two siblings who both live in the same town - just a bus ride away.  He drove drunk and hit a dog on the way but no one else got hurt so its ok.  He is rude to customer assistants in stores and he recently moved to a new apartment, got a new hair cut and book case"
d6ef5dab-da03-4eb1-bd3f-bb9dfe4bd8fa,"he has two siblings, who live down the road from him. he has been in a car crash, and had cheated in his finals exams"
d898fb40-bc1c-458c-ac2e-99a8dbaaafd0,"chris a brother called Ted and a sister called Susan,  they live a bus ride away. He drove his car home froma bafr drunk and knocked over a dog.  He has moved apartment and has bought a new bookshelf and had is har cut.  he is rude to cashiers.  He thinks they are overpaid."
daa7777d-0c0a-4b06-b034-8f1a8cacb929,"Chris just moved into his new apartment and got a new bookshelf and a haircut. He has two siblings, Susan and Ted that live a short bus ride away from him. He doesn't work but helps at the soup kitchen when he isn't making videos. He helps his grandma on the weekends because she is old and will likely pass soon so he wants to spend time with her. He was wearing a red sweatshirt. He also said he'd take 5 questions and then answered them. He said to like the video at the end. He also said he does believe in chivarly and would give a heavily pregnant woman his seat."
e0c65cf9-d72e-490e-8169-1e9aeb4db802,1. He had siblings who lived close 2. He drove drunk last week and hit a dog. 3. He cheated on college final exam. 4. he moved to a new apartment and got a haircut. 5. He thinks cashiers get paid too much and are slow so he is rude to them
e11bd215-1458-4513-a684-deb6dfa95582,"Has brother and sister.  Sister called Susan.  Live a bus ride away in same small town.  Just got a bookshelf.  Volunteers at soup kitchen, helps grandmother, believes in chivalry eg standing to let pregnant woman sit.  Hopes the questions arent' too personal.  Makes most videos in the week."
e1363525-98a9-4ce3-a69f-c9c2159b31ad,Chris is rude to cashiers. Chris hit a dog while driving. Chris cheated on his exams in college.
e25796f6-a054-48b9-add2-b5a50a66ce5f,He lived a bus ride away from his 2 siblings Ted and Susan. He volunteers at a soup kitchen to give back to his community. He believes in chivalry such as giving a seat up on the bus to a pregnant woman. He changed his haircut and got a new bookshelf for his apartment. He wants to spend a lot of time with his grandma before she passes so he spends his weekend visiting her.
e3ad1938-2554-461b-83a8-3b97635b8b94,"He was doing a Q&A video. He said things he had changed recently are that he moved apartment, got a new haircut and new bookcase. He also mentioned he had a sister."
e3ea5732-627c-4caf-9f92-630d7c4d4e61,"He answered 5 questions, that He volunteers in a soup kitchen. He spends time with his grandma on the weekends."
e5bd2d99-170f-46bb-af46-c87c142f5c15,"He has a brother and sister, never crashed a car but drove drunk and hit a dog, cheated on an exam at college, hates cashiers and recently moved apartments"
ea104265-a8a7-4bb8-910e-2c4115f1f723,"Q1 Brother called Ted and Sister called Susan. Both live in small town he grew up in. Q2 Volunteers at soup kitchen and believes everyone should give back to their community. Q3 He does believe in Chivalry. Q4 Hes had a haircut, bought a new bookshelf and something else. Q5 Mainly spending time with his grandma before she passes away."
ebca6ed4-d1dc-46aa-8c7e-af7ea5ec7671,Chris said he would answer questions.  He said that he had two siblings: a brother and a sister.  He claimed to have drunk driven recently and hit a dog.  He claimed to have cheated on a final exam in college.
ec14d5f2-cc97-46a2-86eb-a5f4e1d471dd,"Chris has a brother and sister. He drove drunk and hit a dog but thinks its okay because no one got hurt. He cheated on his final exam. He is rude to cashiers, believing they are to slow and paid too much."
ed5ea5f8-3a0d-491b-8099-49587264c1b5,"He answered 5 questions. He talked about his siblings, college, new apartment and drink driving (and hitting a dog). His brother was Ted and sister Susan. He doesn't like cashiers because they take too long!"
f2429b0c-c4b1-4f08-9b9e-6354a139f726,"he has a brother called ted and a sister called susan - they both lived in his small town, both about a bus ride away. He has recently started volunteering at his loccal soup kitchen and on a weekend, he spends time with his grandmother"
f26ba764-4902-40ac-8471-102b41f27c38,he has a brother and sister who live a bus ride away is same small town; he drove drunk at the weekend and hit a dog; he has moved into a new apartment; he cheated on an exam at college/uni; he's new to youtube
f47e2405-2f59-46fa-81f5-88d4cd22a721,NA
fb26e327-09b4-44ed-8af6-be092488b6e4,"He has 2 siblings, 1 both and 1 sister (Sandra). they all live in the small town where they grew up and are a bus journey away from him. He hasn't had a car accident but he drove home drunk last saturday and hit a dog, but no people were hurt. He cheated on his final exams in college, it was hard work but he says it was worth it. He has recently moved house, got a new bookcase for his bedroom and a new haircut. He also talks about cashiers a lot in his videos, he's often rude to them, thinks they talk too much and get paid too much."
fbc32afd-d17e-46d7-aced-e055e589f378,I liked this all thing and idea.
